ID,Footfall
3810617,1103
3810717,1138
3810817,1319
3810917,1494
3811017,798
3811117,836
3811217,900
3811317,1125
3811417,1149
3811517,1248
3811617,1411
3811717,1004
3811817,978
3811917,916
3812017,1120
3812117,1160
3812217,1328
3812317,1447
3812417,809
3812517,815
3812617,1022
3812717,1101
3812817,1318
3812917,1273
3813017,1346
3813117,813
3813217,923
3813317,1065
3813417,1088
3813517,1145
3813617,1307
3813717,1412
3813817,758
3813917,724
3814017,1016
3814117,1100
3814217,1120
3814317,1278
3814417,1400
3814517,856
3814617,798
3814717,1003
3814817,1097
3814917,1115
3815017,1257
3815117,1374
3815217,821
3815317,942
3815417,856
3815517,1094
3815617,1120
3815717,1265
3815817,1439
3815917,770
3816017,820
3816117,1026
3816217,1047
3816317,1079
3816417,1276
3816517,1338
3816617,917
3816717,1062
3816817,1058
3816917,1085
3817017,1199
3817117,1506
3817217,1380
3817317,914
3817417,969
3817517,1065
3817617,1077
3817717,1178
3817817,1264
3817917,1416
3818017,861
3818117,873
3818217,1001
3818317,1102
3818417,1124
3818517,1388
3818617,1554
3818717,927
3818817,996
3818917,1033
3819017,1114
3819117,1242
3819217,1286
3819317,1481
3819417,894
3819517,1078
3819617,962
3819717,1088
3819817,1189
3819917,1275
3820017,1451
3820117,975
3820217,1007
3820317,1044
3820417,1077
3820517,1142
3820617,1264
3820717,1387
3820817,1016
3820917,908
3821017,1030
3821117,1112
3821217,1119
3821317,1277
3821417,1346
3821517,963
3821617,999
3821717,1009
3821817,1050
3821917,1130
3822017,1195
3822117,1317
3822217,959
3822317,1047
3822417,1003
3822517,1088
3822617,1132
3822717,1269
3822817,1381
3822917,984
3823017,943
3823117,980
3823217,1095
3823317,1110
3823417,1290
3823517,1432
3823617,877
3823717,749
3823817,828
3823917,1058
3824017,1158
3824117,1300
3824217,1490
3824317,807
3824417,801
3824517,1004
3824617,1070
3824717,1126
3824817,1288
3824917,1418
3825017,841
3825117,862
3825217,852
3825317,1115
3825417,1174
3825517,1260
3825617,1487
3825717,772
3825817,944
3825917,998
3826017,1019
3826117,1126
3826217,1294
3826317,1397
3826417,811
3826517,947
3826617,1061
3826717,1086
3826817,1177
3826917,1290
3827017,1433
3827117,823
3827217,1015
3827317,1018
3827417,1126
3827517,1145
3827617,1268
3827717,1366
3827817,990
3827917,1008
3828017,1054
3828117,1105
3828217,1125
3828317,1268
3828417,1336
3828517,807
3828617,827
3828717,1008
3828817,1067
3828917,1137
3829017,1247
3829117,1390
3829217,952
3829317,1078
3829417,1022
3829517,1070
3829617,1144
3829717,1260
3829817,1422
3829917,869
3830017,784
3830117,875
3830217,1100
3830317,1116
3830417,1273
3830517,1404
3830617,1062
3830717,895
3830817,997
3830917,1036
3831017,1135
3831117,1276
3831217,1448
3831317,973
3831417,857
3831517,1012
3831617,1062
3831717,1132
3831817,1270
3831917,1436
3832017,978
3832117,865
3832217,1036
3832317,1096
3832417,1122
3832517,1269
3832617,1417
3832717,1034
3832817,941
3832917,1018
3833017,1089
3833117,1224
3833217,1274
3833317,1402
3833417,938
3833517,1047
3833617,860
3833717,1093
3833817,1137
3833917,1267
3834017,1340
3834117,945
3834217,993
3834317,850
3834417,1104
3834517,1193
3834617,1260
3834717,1439
3834817,964
3834917,869
3835017,865
3835117,1110
3835217,1138
3835317,1269
3835417,1427
3835517,954
3835617,955
3835717,956
3835817,1068
3835917,1104
3836017,1276
3836117,1420
3836217,1024
3836317,1030
3836417,1021
3836517,1110
3836617,1147
3836717,1293
3836817,1420
3836917,1030
3837017,910
3837117,929
3837217,1102
3837317,1175
3837417,1268
3837517,1395
3837617,985
3837717,1010
3837817,903
3837917,1106
3838017,1108
3838117,1285
3838217,1406
3838317,1022
3838417,995
3838517,985
3838617,1072
3838717,1087
3838817,1287
3838917,1415
3839017,766
3839117,1055
3839217,913
3839317,1095
3839417,1158
3839517,1257
3839617,1412
3839717,934
3839817,871
3839917,950
3840017,1091
3840117,1157
3840217,1240
3840317,1403
3840417,950
3840517,977
3840617,991
3840717,1052
3840817,1124
3840917,1246
3841017,1429
3841117,1038
3841217,882
3841317,958
3841417,1142
3841517,1201
3841617,1329
3841717,1299
3841817,865
3841917,975
3842017,896
3842117,1136
3842217,1207
3842317,1279
3842417,1401
3842517,910
3842617,732
3842717,978
3842817,1085
3842917,1143
3843017,1272
3843117,1416
3843217,756
3843317,889
3843417,989
3843517,1079
3843617,1149
3843717,1287
3843817,1419
3843917,1028
3844017,979
3844117,1070
3844217,1111
3844317,1193
3844417,1242
3844517,1432
3844617,796
3844717,855
3844817,973
3844917,1096
3845017,1167
3845117,1354
3845217,1412
3845317,843
3845417,781
3845517,1030
3845617,1136
3845717,1158
3845817,1300
3845917,1468
3846017,890
3846117,710
3846217,1021
3846317,1098
3846417,1173
3846517,1308
3846617,1416
3846717,1061
3846817,814
3846917,980
3847017,1226
3847117,1190
3847217,1258
3847317,1394
3847417,986
3847517,906
3847617,1002
3847717,1119
3847817,1101
3847917,1314
3848017,1386
3848117,717
3848217,687
3848317,894
3848417,1081
3848517,1162
3848617,1292
3848717,1427
3848817,786
3848917,991
3849017,1011
3849117,1116
3849217,1108
3849317,1262
3849417,1399
3849517,831
3849617,938
3849717,854
3849817,1097
3849917,1110
3850017,1276
3850117,1328
3850217,927
3850317,771
3850417,998
3850517,1081
3850617,1151
3850717,1373
3850817,1331
3850917,862
3851017,778
3851117,1031
3851217,1139
3851317,1196
3851417,1477
3851517,1466
3851617,912
3851717,805
3851817,1017
3851917,1064
3852017,1122
3852117,1212
3852217,1406
3852317,1030
3852417,960
3852517,1020
3852617,1088
3852717,1125
3852817,1411
3852917,1479
3853017,763
3853117,809
3853217,1046
3853317,1098
3853417,1226
3853517,1306
3853617,1466
3853717,1000
3853817,725
3853917,1041
3854017,1097
3854117,1209
3854217,1250
3854317,1514
3854417,948
3854517,957
3854617,995
3854717,1078
3854817,1109
3854917,1243
3855017,1490
3855117,891
3855217,986
3855317,1009
3855417,1082
3855517,1167
3855617,1336
3855717,1395
3855817,1022
3855917,1079
3856017,1011
3856117,1097
3856217,1182
3856317,1452
3856417,1420
3856517,772
3856617,817
3856717,1025
3856817,1124
3856917,1245
3857017,1256
3857117,1495
3857217,724
3857317,936
3857417,1037
3857517,1094
3857617,1082
3857717,1265
3857817,1398
3857917,978
3858017,1078
3858117,1029
3858217,1083
3858317,1176
3858417,1224
3858517,1555
3858617,886
3858717,1004
3858817,999
3858917,1073
3859017,1145
3859117,1271
3859217,1487
3859317,1033
3859417,1063
3859517,1042
3859617,1092
3859717,1101
3859817,1207
3859917,1401
3860017,962
3860117,1049
3860217,1038
3860317,1070
3860417,1142
3860517,1260
3860617,1417
3860717,831
3860817,1007
3860917,1058
3861017,1095
3861117,1135
3861217,1290
3861317,1430
3861417,891
3861517,1073
3861617,1021
3861717,1103
3861817,1139
3861917,1289
3862017,1473
3862117,843
3862217,803
3862317,1028
3862417,1044
3862517,1125
3862617,1304
3862717,1477
3862817,865
3862917,1015
3863017,1009
3863117,1043
3863217,1155
3863317,1262
3863417,1397
3863517,802
3863617,803
3863717,929
3863817,1070
3863917,1158
3864017,1280
3864117,1451
3864217,965
3864317,867
3864417,996
3864517,1088
3864617,1101
3864717,1292
3864817,1367
3864917,716
3865017,903
3865117,999
3865217,1079
3865317,1166
3865417,1249
3865517,1493
3865617,899
3865717,872
3865817,1034
3865917,1067
3866017,1130
3866117,1289
3866217,1395
3866317,952
3866417,971
3866517,1029
3866617,981
3866717,1141
3866817,1321
3866917,1410
3867017,1013
3867117,1024
3867217,1039
3867317,1109
3867417,1137
3867517,1263
3867617,1401
3867717,959
3867817,827
3867917,1032
3868017,1100
3868117,1123
3868217,1286
3868317,1412
3868417,967
3868517,1045
3868617,1009
3868717,1090
3868817,1127
3868917,1266
3869017,1448
3869117,1023
3869217,1031
3869317,993
3869417,1102
3869517,1129
3869617,1273
3869717,1401
3869817,910
3869917,891
3870017,1010
3870117,1081
3870217,1100
3870317,1273
3870417,1429
3870517,939
3870617,988
3870717,990
3870817,1089
3870917,1140
3871017,1275
3871117,1442
3871217,1058
3871317,810
3871417,971
3871517,1100
3871617,1118
3725718,955
3725818,1090
3725918,1064
3726018,1131
3726118,1173
3726218,1382
3726318,963
3726418,990
3726518,951
3726618,1043
3726718,1154
3726818,1212
3726918,1273
3727018,792
3727118,771
3727218,907
3727318,1113
3727418,1164
3727518,1188
3727618,1371
3727718,960
3727818,910
3727918,870
3728018,995
3728118,1159
3728218,1296
3728318,1445
3728418,757
3728518,704
3728618,768
3728718,1143
3728818,1098
3728918,1275
3729018,1472
3729118,674
3729218,653
3729318,820
3729418,1004
3729518,1114
3729618,1394
3729718,1403
3729818,827
3729918,898
3730018,963
3730118,985
3730218,1180
3730318,1299
3730418,1406
3730518,905
3730618,777
3730718,1078
3730818,1177
3730918,1181
3731018,1273
3731118,1392
3731218,948
3731318,962
3731418,932
3731518,1097
3731618,1220
3731718,1256
3731818,1488
3731918,816
3732018,758
3732118,896
3732218,1146
3732318,1279
3732418,1319
3732518,1386
3732618,830
3732718,863
3732818,910
3732918,963
3733018,1179
3733118,1313
3733218,1538
3733318,857
3733418,854
3733518,945
3733618,1013
3733718,1264
3733818,1320
3733918,1357
3734018,687
3734118,673
3734218,934
3734318,977
3734418,1198
3734518,1244
3734618,1371
3734718,787
3734818,774
3734918,995
3735018,1021
3735118,1289
3735218,1356
3735318,1269
3735418,736
3735518,1043
3735618,1008
3735718,836
3735818,1143
3735918,1248
3736018,1358
3736118,861
3736218,830
3736318,997
3736418,1079
3736518,1149
3736618,1259
3736718,1420
3736818,879
3736918,906
3737018,940
3737118,1064
3737218,1225
3737318,1343
3737418,1461
3737518,771
3737618,705
3737718,784
3737818,952
3737918,1162
3738018,1282
3738118,1428
3738218,672
3738318,657
3738418,1006
3738518,1075
3738618,1147
3738718,1266
3738818,1302
3738918,828
3739018,778
3739118,928
3739218,971
3739318,1290
3739418,1385
3739518,1430
3739618,858
3739718,794
3739818,891
3739918,1049
3740018,1293
3740118,1424
3740218,1635
3740318,631
3740418,796
3740518,881
3740618,1040
3740718,1146
3740818,1268
3740918,1492
3741018,826
3741118,803
3741218,1015
3741318,1103
3741418,1187
3741518,1319
3741618,1411
3741718,827
3741818,672
3741918,814
3742018,957
3742118,1203
3742218,1278
3742318,1426
3742418,788
3742518,918
3742618,961
3742718,1028
3742818,1155
3742918,1397
3743018,1454
3743118,962
3743218,881
3743318,820
3743418,1065
3743518,1198
3743618,1362
3743718,1465
3743818,856
3743918,783
3744018,989
3744118,1125
3744218,1274
3744318,1344
3744418,1455
3744518,1091
3744618,974
3744718,1022
3744818,1154
3744918,1033
3745018,1312
3745118,1380
3745218,847
3745318,1078
3745418,979
3745518,1109
3745618,1101
3745718,1160
3745818,1331
3745918,562
3746018,676
3746118,992
3746218,972
3746318,1212
3746418,1379
3746518,1359
3746618,817
3746718,778
3746818,1030
3746918,1047
3747018,1122
3747118,1361
3747218,1457
3747318,728
3747418,963
3747518,979
3747618,1008
3747718,1128
3747818,1296
3747918,1428
3748018,663
3748118,714
3748218,884
3748318,1069
3748418,1121
3748518,1405
3748618,1536
3748718,733
3748818,683
3748918,955
3749018,1029
3749118,1105
3749218,1369
3749318,1426
3749418,1039
3749518,708
3749618,955
3749718,1003
3749818,1168
3749918,1198
3750018,1420
3750118,674
3750218,669
3750318,831
3750418,989
3750518,1235
3750618,1287
3750718,1439
3750818,670
3750918,771
3751018,889
3751118,1054
3751218,1151
3751318,1315
3751418,1474
3751518,778
3751618,886
3751718,947
3751818,984
3751918,1232
3752018,1329
3752118,1383
3752218,747
3752318,1029
3752418,1081
3752518,1055
3752618,1169
3752718,1308
3752818,1373
3752918,783
3753018,855
3753118,1079
3753218,1147
3753318,1122
3753418,1293
3753518,1424
3753618,675
3753718,710
3753818,803
3753918,1026
3754018,1217
3754118,1285
3754218,1427
3754318,974
3754418,833
3754518,1048
3754618,1135
3754718,1105
3754818,1320
3754918,1441
3755018,729
3755118,742
3755218,808
3755318,992
3755418,1060
3755518,1376
3755618,1394
3755718,735
3755818,1091
3755918,944
3756018,1054
3756118,1153
3756218,1268
3756318,1399
3756418,1021
3756518,892
3756618,949
3756718,1099
3756818,1153
3756918,1330
3757018,1435
3757118,941
3757218,919
3757318,999
3757418,955
3757518,1277
3757618,1314
3757718,1489
3757818,810
3757918,832
3758018,1026
3758118,1075
3758218,1214
3758318,1286
3758418,1447
3758518,1164
3758618,920
3758718,937
3758818,978
3758918,1005
3759018,1256
3759118,1386
3759218,750
3759318,946
3759418,887
3759518,915
3759618,1134
3759718,1294
3759818,1426
3759918,1044
3760018,956
3760118,850
3760218,1072
3760318,1137
3760418,1273
3760518,1458
3760618,995
3760718,894
3760818,915
3760918,1020
3761018,1197
3761118,1307
3761218,1415
3761318,1081
3761418,1001
3761518,1037
3761618,1149
3761718,1143
3761818,1294
3761918,1420
3762018,1152
3762118,1088
3762218,1012
3762318,1068
3762418,1180
3762518,1312
3762618,1378
3762718,998
3762818,881
3762918,972
3763018,1046
3763118,1210
3763218,1340
3763318,1615
3763418,694
3763518,747
3763618,772
3763718,1101
3763818,1212
3763918,1449
3764018,1493
3764118,885
3764218,832
3764318,766
3764418,1102
3764518,1117
3764618,1383
3764718,1469
3764818,1073
3764918,1093
3765018,1114
3765118,1083
3765218,1121
3765318,1276
3765418,1321
3765518,951
3765618,1044
3765718,938
3765818,964
3765918,1086
3766018,1237
3766118,1464
3766218,753
3766318,693
3766418,764
3766518,974
3766618,1241
3766718,1330
3766818,1371
3766918,721
3767018,741
3767118,912
3767218,877
3767318,1096
3767418,1379
3767518,1463
3767618,814
3767718,806
3767818,854
3767918,853
3768018,1157
3768118,1278
3768218,1296
3768318,687
3768418,667
3768518,927
3768618,1196
3768718,1230
3768818,1407
3768918,1499
3769018,833
3769118,773
3769218,809
3769318,1004
3769418,1067
3769518,1333
3769618,1596
3769718,918
3769818,860
3769918,798
3770018,974
3770118,1107
3770218,1399
3770318,1674
3770418,726
3770518,728
3770618,879
3770718,1249
3770818,1227
3770918,1306
3771018,1504
3771118,567
3771218,641
3771318,873
3771418,1073
3771518,1183
3771618,1365
3771718,1506
3771818,668
3771918,630
3772018,850
3772118,1042
3772218,1146
3772318,1314
3772418,1467
3772518,821
3772618,759
3772718,936
3772818,1122
3772918,1190
3773018,1281
3773118,1456
3773218,781
3773318,738
3773418,935
3773518,1156
3773618,1175
3773718,1183
3773818,1408
3773918,770
3774018,794
3774118,844
3774218,1019
3774318,1075
3774418,1365
3774518,1478
3774618,826
3774718,806
3774818,846
3774918,1153
3775018,1188
3775118,1378
3775218,1421
3775318,909
3775418,938
3775518,1019
3775618,1146
3775718,1083
3775818,1320
3775918,1435
3776018,761
3776118,772
3776218,928
3776318,964
3776418,1063
3776518,1389
3776618,1303
3776718,937
3776818,839
3776918,863
3777018,944
3777118,1078
3777218,1285
3777318,1360
3777418,863
3777518,709
3777618,855
3777718,940
3777818,1313
3777918,1311
3778018,1436
3778118,737
3778218,669
3778318,963
3778418,1170
3778518,1130
3778618,1331
3778718,1400
3778818,788
3778918,643
3779018,880
3779118,916
3779218,1237
3779318,1296
3779418,1386
3779518,1080
3779618,904
3779718,862
3779818,969
3779918,1166
3780018,1260
3780118,1317
3780218,735
3780318,854
3780418,1003
3780518,1060
3780618,1134
3780718,1284
3780818,1434
3780918,646
3781018,694
3781118,836
3781218,953
3781318,1166
3781418,1282
3781518,1378
3781618,680
3781718,683
3781818,811
3781918,1008
3782018,1175
3782118,1308
3782218,1413
3782318,657
3782418,636
3782518,840
3782618,907
3782718,1130
3782818,1285
3782918,1461
3783018,775
3783118,803
3783218,1059
3783318,1068
3783418,1295
3783518,1444
3783618,1462
3783718,680
3783818,711
3783918,871
3784018,1043
3784118,1117
3784218,1340
3784318,1398
3784418,770
3784518,799
3784618,865
3784718,953
3784818,1230
3784918,1337
3785018,1450
3785118,779
3785218,827
3785318,898
3785418,1104
3785518,1146
3785618,1342
3785718,1526
3785818,780
3785918,656
3786018,852
3786118,1015
3786218,1142
3786318,1333
3786418,1362
3786518,842
3786618,987
3786718,803
3786818,1017
3786918,1305
3787018,1340
3787118,1417
3787218,754
3787318,865
3787418,1006
3787518,1032
3787618,1135
3787718,1323
3787818,1411
3787918,807
3788018,896
3788118,953
3788218,922
3788318,1158
3788418,1330
3788518,1475
3788618,915
3788718,711
3788818,884
3788918,1048
3789018,1080
3789118,1309
3789218,1536
3789318,704
3789418,712
3789518,824
3789618,978
3789718,1215
3789818,1280
3789918,1423
3790018,655
3790118,581
3790218,934
3790318,1065
3790418,1012
3790518,1276
3790618,1486
3790718,998
3790818,893
3790918,964
3791018,971
3791118,1137
3791218,1285
3791318,1433
3791418,960
3791518,945
3791618,1055
3791718,1075
3791818,1235
3791918,1316
3792018,1431
3792118,1117
3792218,1060
3792318,1128
3792418,1066
3792518,1205
3792618,1317
3792718,1399
3792818,1069
3792918,1069
3793018,1034
3793118,935
3793218,1175
3793318,1319
3793418,1404
3793518,737
3793618,713
3793718,946
3793818,958
3793918,1168
3794018,1268
3794118,1444
3794218,762
3794318,744
3794418,920
3794518,1017
3794618,1162
3794718,1211
3794818,1360
3794918,877
3795018,892
3795118,943
3795218,945
3795318,1112
3795418,1213
3795518,1346
3795618,697
3795718,721
3795818,872
3795918,1064
3796018,1057
3796118,1202
3796218,1388
3796318,987
3796418,956
3796518,993
3796618,980
3796718,1234
3796818,1268
3796918,1415
3797018,1082
3797118,1036
3797218,854
3797318,1027
3797418,1145
3797518,1263
3797618,1436
3797718,1128
3797818,1038
3797918,1073
3798018,1058
3798118,1168
3798218,1267
3798318,1398
3798418,956
3798518,927
3798618,1034
3798718,1106
3798818,1187
3798918,1332
3799018,1435
3799118,980
3799218,1105
3799318,1140
3799418,1137
3799518,1191
3799618,1326
3799718,1450
3799818,810
3799918,981
3800018,956
3800118,1136
3800218,1158
3800318,1346
3800418,1469
3800518,850
3800618,822
3800718,893
3800818,1153
3800918,1172
3801018,1318
3801118,1430
3801218,1055
3801318,1010
3801418,883
3801518,894
3801618,1222
3801718,1364
3801818,1417
3801918,974
3802018,780
3802118,899
3802218,1083
3802318,1171
3802418,1197
3802518,1458
3802618,1081
3802718,760
3802818,1046
3802918,1100
3803018,1102
3803118,1308
3803218,1406
3803318,941
3803418,879
3803518,955
3803618,1081
3803718,1187
3803818,1319
3803918,1413
3804018,966
3804118,801
3804218,1019
3804318,1089
3804418,1177
3804518,1350
3804618,1491
3804718,828
3804818,971
3804918,922
3805018,973
3805118,1281
3805218,1330
3805318,1480
3805418,764
3805518,638
3805618,815
3805718,967
3805818,1301
3805918,1302
3806018,1426
3806118,888
3806218,888
3806318,1070
3806418,1075
3806518,1332
3806618,1319
3806718,1441
3806818,812
3806918,741
3807018,828
3807118,1004
3807218,1348
3807318,1401
3807418,1651
3807518,664
3807618,637
3807718,906
3807818,1089
3807918,1087
3808018,1320
3808118,1465
3808218,868
3808318,888
3808418,995
3808518,1016
3808618,1182
3808718,1290
3808818,1510
3808918,773
3809018,987
3809118,893
3809218,1022
3809318,1242
3809418,1152
3809518,1490
3809618,704
3809718,763
3809818,978
3809918,1005
3810018,1204
3810118,1459
3810218,1494
3810318,786
3810418,710
3810518,870
3810618,1029
3810718,1255
3810818,1302
3810918,1417
3811018,690
3811118,702
3811218,997
3811318,1087
3811418,1169
3811518,1235
3811618,1378
3811718,1115
3811818,853
3811918,892
3812018,986
3812118,1036
3812218,1341
3812318,1430
3812418,715
3812518,706
3812618,1066
3812718,1122
3812818,1281
3812918,1359
3813018,1555
3813118,793
3813218,651
3813318,939
3813418,1077
3813518,1198
3813618,1296
3813718,1457
3813818,786
3813918,659
3814018,889
3814118,861
3814218,1107
3814318,1464
3814418,1490
3814518,602
3814618,725
3814718,974
3814818,975
3814918,1165
3815018,1310
3815118,1341
3815218,815
3815318,873
3815418,878
3815518,939
3815618,1160
3815718,1211
3815818,1388
3815918,810
3816018,661
3816118,794
3816218,898
3816318,1106
3816418,1330
3816518,1356
3816618,835
3816718,837
3816818,824
3816918,955
3817018,1228
3817118,1463
3817218,1401
3817318,1003
3817418,839
3817518,989
3817618,994
3817718,1183
3817818,1296
3817918,1455
3818018,708
3818118,832
3818218,981
3818318,966
3818418,1188
3818518,1443
3818618,1568
3818718,769
3818818,989
3818918,782
3819018,996
3819118,1119
3819218,1298
3819318,1478
3819418,765
3819518,823
3819618,823
3819718,970
3819818,1121
3819918,1335
3820018,1498
3820118,692
3820218,688
3820318,933
3820418,1054
3820518,1259
3820618,1313
3820718,1378
3820818,1072
3820918,1027
3821018,1032
3821118,1158
3821218,1162
3821318,1334
3821418,1369
3821518,1098
3821618,937
3821718,953
3821818,986
3821918,1068
3822018,1281
3822118,1393
3822218,778
3822318,745
3822418,826
3822518,1019
3822618,1211
3822718,1301
3822818,1389
3822918,859
3823018,712
3823118,836
3823218,1003
3823318,1267
3823418,1335
3823518,1446
3823618,673
3823718,685
3823818,784
3823918,946
3824018,1100
3824118,1295
3824218,1436
3824318,721
3824418,712
3824518,897
3824618,1056
3824718,1191
3824818,1203
3824918,1501
3825018,854
3825118,829
3825218,941
3825318,1083
3825418,1146
3825518,1261
3825618,1438
3825718,756
3825818,721
3825918,966
3826018,934
3826118,1098
3826218,1222
3826318,1475
3826418,710
3826518,839
3826618,1099
3826718,1069
3826818,1178
3826918,1340
3827018,1481
3827118,789
3827218,851
3827318,1027
3827418,1090
3827518,1189
3827618,1309
3827718,1495
3827818,990
3827918,918
3828018,1068
3828118,944
3828218,1217
3828318,1285
3828418,1434
3828518,891
3828618,822
3828718,1002
3828818,1023
3828918,1255
3829018,1307
3829118,1465
3829218,1006
3829318,1066
3829418,950
3829518,802
3829618,1243
3829718,1322
3829818,1430
3829918,894
3830018,859
3830118,945
3830218,843
3830318,1194
3830418,1350
3830518,1437
3830618,727
3830718,813
3830818,831
3830918,967
3831018,1236
3831118,1257
3831218,1500
3831318,772
3831418,722
3831518,801
3831618,992
3831718,1192
3831818,1340
3831918,1533
3832018,841
3832118,796
3832218,825
3832318,857
3832418,1313
3832518,1325
3832618,1349
3832718,950
3832818,966
3832918,965
3833018,1175
3833118,1081
3833218,1265
3833318,1444
3833418,861
3833518,1007
3833618,949
3833718,1127
3833818,1179
3833918,1324
3834018,1375
3834118,1068
3834218,1168
3834318,1185
3834418,1127
3834518,1130
3834618,1258
3834718,1423
3834818,747
3834918,792
3835018,939
3835118,1054
3835218,1184
3835318,1248
3835418,1436
3835518,916
3835618,836
3835718,910
3835818,1090
3835918,1144
3836018,1273
3836118,1391
3836218,1117
3836318,1136
3836418,1133
3836518,1088
3836618,1165
3836718,1339
3836818,1451
3836918,846
3837018,781
3837118,901
3837218,1074
3837318,1219
3837418,1273
3837518,1461
3837618,893
3837718,916
3837818,981
3837918,1067
3838018,1112
3838118,1241
3838218,1402
3838318,853
3838418,859
3838518,866
3838618,931
3838718,1122
3838818,1326
3838918,1263
3839018,812
3839118,1011
3839218,983
3839318,836
3839418,1228
3839518,1381
3839618,1472
3839718,743
3839818,822
3839918,946
3840018,1047
3840118,1229
3840218,1284
3840318,1388
3840418,972
3840518,1044
3840618,1068
3840718,1118
3840818,1151
3840918,1189
3841018,1409
3841118,1080
3841218,936
3841318,1008
3841418,1031
3841518,1249
3841618,1328
3841718,1465
3841818,770
3841918,825
3842018,937
3842118,977
3842218,1303
3842318,1389
3842418,1398
3842518,765
3842618,643
3842718,830
3842818,1034
3842918,1262
3843018,1309
3843118,1340
3843218,693
3843318,771
3843418,910
3843518,1018
3843618,1172
3843718,1264
3843818,1443
3843918,1070
3844018,1012
3844118,1014
3844218,1079
3844318,1029
3844418,1380
3844518,1440
3844618,853
3844718,819
3844818,968
3844918,937
3845018,1279
3845118,1333
3845218,1432
3845318,967
3845418,852
3845518,900
3845618,983
3845718,1181
3845818,1227
3845918,1434
3846018,674
3846118,597
3846218,959
3846318,961
3846418,1084
3846518,1409
3846618,1414
3846718,901
3846818,650
3846918,889
3847018,1159
3847118,1094
3847218,1309
3847318,1560
3847418,918
3847518,967
3847618,1062
3847718,1075
3847818,1092
3847918,1449
3848018,1407
3848118,820
3848218,754
3848318,889
3848418,996
3848518,1154
3848618,1386
3848718,1380
3848818,825
3848918,990
3849018,1040
3849118,1097
3849218,1198
3849318,1360
3849418,1415
3849518,773
3849618,818
3849718,859
3849818,1082
3849918,1144
3850018,1314
3850118,1383
3850218,1023
3850318,761
3850418,1139
3850518,981
3850618,1173
3850718,1364
3850818,1527
3850918,838
3851018,764
3851118,830
3851218,919
3851318,1129
3851418,1527
3851518,1415
3851618,823
3851718,680
3851818,837
3851918,1141
3852018,1129
3852118,1255
3852218,1350
3852318,869
3852418,826
3852518,958
3852618,993
3852718,1183
3852818,1426
3852918,1403
3853018,687
3853118,681
3853218,868
3853318,1023
3853418,1295
3853518,1301
3853618,1444
3853718,806
3853818,770
3853918,972
3854018,1106
3854118,1029
3854218,1359
3854318,1529
3854418,976
3854518,941
3854618,928
3854718,1006
3854818,1186
3854918,1291
3855018,1391
3855118,835
3855218,780
3855318,929
3855418,933
3855518,1134
3855618,1387
3855718,1388
3855818,741
3855918,1106
3856018,1051
3856118,1060
3856218,1083
3856318,1347
3856418,1475
3856518,730
3856618,740
3856718,911
3856818,1082
3856918,1139
3857018,1307
3857118,1427
3857218,706
3857318,644
3857418,835
3857518,901
3857618,1206
3857718,1298
3857818,1440
3857918,981
3858018,1031
3858118,974
3858218,1043
3858318,1213
3858418,1290
3858518,1551
3858618,738
3858718,746
3858818,1064
3858918,1173
3859018,1187
3859118,1326
3859218,1483
3859318,763
3859418,863
3859518,816
3859618,977
3859718,1148
3859818,1284
3859918,1306
3860018,901
3860118,947
3860218,804
3860318,1004
3860418,1249
3860518,1344
3860618,1474
3860718,702
3860818,1026
3860918,1049
3861018,1084
3861118,1156
3861218,1316
3861318,1330
3861418,816
3861518,880
3861618,922
3861718,1034
3861818,1161
3861918,1279
3862018,1405
3862118,709
3862218,671
3862318,871
3862418,986
3862518,1174
3862618,1295
3862718,1501
3862818,585
3862918,798
3863018,962
3863118,1090
3863218,1137
3863318,1204
3863418,1471
3863518,657
3863618,672
3863718,777
3863818,1076
3863918,1106
3864018,1275
3864118,1473
3864218,704
3864318,737
3864418,857
3864518,959
3864618,1169
3864718,1302
3864818,1458
3864918,736
3865018,783
3865118,886
3865218,1034
3865318,1274
3865418,1252
3865518,1479
3865618,710
3865718,741
3865818,950
3865918,1102
3866018,1213
3866118,1311
3866218,1379
3866318,845
3866418,1118
3866518,1093
3866618,1135
3866718,1191
3866818,1288
3866918,1412
3867018,1133
3867118,1107
3867218,1118
3867318,1144
3867418,1113
3867518,1286
3867618,1359
3867718,898
3867818,805
3867918,1128
3868018,1058
3868118,1133
3868218,1311
3868318,1382
3868418,1118
3868518,1103
3868618,958
3868718,1130
3868818,1211
3868918,1252
3869018,1434
3869118,1099
3869218,843
3869318,1043
3869418,1063
3869518,1170
3869618,1272
3869718,1405
3869818,773
3869918,804
3870018,918
3870118,1108
3870218,1160
3870318,1326
3870418,1465
3870518,1002
3870618,1145
3870718,1171
3870818,1115
3870918,1204
3871018,1274
3871118,1436
3871218,1107
3871318,786
3871418,960
3871518,1004
3871618,1199
3725720,990
3725820,1115
3725920,1095
3726020,1083
3726120,1286
3726220,1362
3726320,1010
3726420,1020
3726520,916
3726620,1056
3726720,1093
3726820,1146
3726920,1331
3727020,753
3727120,777
3727220,917
3727320,1137
3727420,1111
3727520,1202
3727620,1362
3727720,993
3727820,986
3727920,916
3728020,1021
3728120,1166
3728220,1353
3728320,1493
3728420,728
3728520,712
3728620,783
3728720,1173
3728820,1282
3728920,1316
3729020,1529
3729120,769
3729220,688
3729320,743
3729420,893
3729520,1133
